date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2015-05-27,11.28,2.21,450,"1985-05-20 2014-06-03",88.3,6.46,450,"1985-05-20 2014-06-03",17.91,2.79,450,"1985-05-20 2014-06-03",22.51,7.22,450,"1985-05-20 2014-06-03",7.1,2.55,450,"1985-05-20 2014-06-03",58.06,10.47,450,"1985-05-20 2014-06-03",10.22,1.95,450,"1985-05-20 2014-06-03",3.12,3.92,450,"1985-05-20 2014-06-03",2.33,4.88,448,"1985-05-20 2014-06-03",2.31,4.87,447,"1985-05-20 2014-06-03",0,0,447,"1985-05-20 2014-06-03",0,0,447,"1985-05-20 2014-06-03",,,,
2015-05-26,11.18,2.19,450,"1985-05-19 2014-06-02",88.42,6.43,450,"1985-05-19 2014-06-02",17.75,2.67,450,"1985-05-19 2014-06-02",22.79,7.43,450,"1985-05-19 2014-06-02",7,2.63,450,"1985-05-19 2014-06-02",58.11,10.51,450,"1985-05-19 2014-06-02",10.12,1.96,450,"1985-05-19 2014-06-02",3.06,3.91,450,"1985-05-19 2014-06-02",2.29,4.73,449,"1985-05-19 2014-06-02",2.28,4.72,448,"1985-05-19 2014-06-02",0,0,448,"1985-05-19 2014-06-02",0,0,448,"1985-05-19 2014-06-02",,,,
2015-05-25,11.08,2.2,450,"1985-05-18 2014-06-01",88.46,6.46,450,"1985-05-18 2014-06-01",17.67,2.68,450,"1985-05-18 2014-06-01",22.71,7.28,450,"1985-05-18 2014-06-01",6.94,2.5,450,"1985-05-18 2014-06-01",58.21,10.53,450,"1985-05-18 2014-06-01",10.01,1.96,450,"1985-05-18 2014-06-01",2.99,3.82,450,"1985-05-18 2014-06-01",2.32,4.7,449,"1985-05-18 2014-06-01",2.31,4.69,448,"1985-05-18 2014-06-01",0,0,448,"1985-05-18 2014-06-01",0,0,448,"1985-05-18 2014-06-01",,,,
2015-05-24,10.97,2.23,450,"1985-05-17 2014-05-31",88.44,6.51,450,"1985-05-17 2014-05-31",17.6,2.77,450,"1985-05-17 2014-05-31",22.71,7.36,450,"1985-05-17 2014-05-31",6.79,2.52,450,"1985-05-17 2014-05-31",58.01,10.66,450,"1985-05-17 2014-05-31",9.88,1.97,450,"1985-05-17 2014-05-31",2.93,3.8,450,"1985-05-17 2014-05-31",2.37,4.78,449,"1985-05-17 2014-05-31",2.35,4.78,448,"1985-05-17 2014-05-31",0,0,448,"1985-05-17 2014-05-31",0,0,448,"1985-05-17 2014-05-31",,,,
2015-05-23,10.86,2.22,450,"1985-05-16 2014-05-30",88.33,6.56,450,"1985-05-16 2014-05-30",17.54,2.82,450,"1985-05-16 2014-05-30",22.97,7.57,450,"1985-05-16 2014-05-30",6.68,2.51,450,"1985-05-16 2014-05-30",57.86,10.53,450,"1985-05-16 2014-05-30",9.77,1.99,450,"1985-05-16 2014-05-30",2.92,3.78,450,"1985-05-16 2014-05-30",2.24,4.59,449,"1985-05-16 2014-05-30",2.23,4.58,448,"1985-05-16 2014-05-30",0,0,448,"1985-05-16 2014-05-30",0,0,448,"1985-05-16 2014-05-30",,,,
2015-05-22,10.8,2.24,450,"1985-05-15 2014-05-29",88.22,6.53,450,"1985-05-15 2014-05-29",17.49,2.84,450,"1985-05-15 2014-05-29",22.92,7.51,450,"1985-05-15 2014-05-29",6.58,2.54,450,"1985-05-15 2014-05-29",57.66,10.74,450,"1985-05-15 2014-05-29",9.69,2.03,450,"1985-05-15 2014-05-29",2.87,3.78,450,"1985-05-15 2014-05-29",2.23,4.54,449,"1985-05-15 2014-05-29",2.21,4.54,448,"1985-05-15 2014-05-28",0,0,448,"1985-05-15 2014-05-28",0,0,448,"1985-05-15 2014-05-28",,,,
2015-05-21,10.75,2.24,450,"1985-05-14 2014-05-28",88.32,6.48,450,"1985-05-14 2014-05-28",17.42,2.83,450,"1985-05-14 2014-05-28",23,7.62,450,"1985-05-14 2014-05-28",6.45,2.55,450,"1985-05-14 2014-05-28",57.65,10.71,450,"1985-05-14 2014-05-28",9.56,2.07,450,"1985-05-14 2014-05-28",2.85,3.79,450,"1985-05-14 2014-05-28",2.21,4.53,449,"1985-05-14 2014-05-28",2.21,4.53,449,"1985-05-14 2014-05-28",0,0,449,"1985-05-14 2014-05-28",0,0,449,"1985-05-14 2014-05-28",,,,
2015-05-20,10.63,2.25,450,"1985-05-13 2014-05-27",88.08,6.42,450,"1985-05-13 2014-05-27",17.32,2.84,450,"1985-05-13 2014-05-27",23.13,7.51,450,"1985-05-13 2014-05-27",6.27,2.59,450,"1985-05-13 2014-05-27",57.36,10.6,450,"1985-05-13 2014-05-27",9.43,2.11,450,"1985-05-13 2014-05-27",2.8,3.66,450,"1985-05-13 2014-05-27",2.14,4.45,449,"1985-05-13 2014-05-27",2.14,4.45,449,"1985-05-13 2014-05-27",0,0,449,"1985-05-13 2014-05-27",0,0,449,"1985-05-13 2014-05-27",,,,
2015-05-19,10.48,2.3,450,"1985-05-12 2014-05-26",87.97,6.45,450,"1985-05-12 2014-05-26",17.25,2.83,450,"1985-05-12 2014-05-26",23.2,7.48,450,"1985-05-12 2014-05-26",6.07,2.66,450,"1985-05-12 2014-05-26",56.91,10.44,450,"1985-05-12 2014-05-26",9.23,2.16,450,"1985-05-12 2014-05-26",2.83,3.64,450,"1985-05-12 2014-05-26",2.02,4.08,449,"1985-05-12 2014-05-26",2.02,4.08,449,"1985-05-12 2014-05-26",0,0,449,"1985-05-12 2014-05-26",0,0,449,"1985-05-12 2014-05-26",,,,
2015-05-18,10.36,2.34,450,"1985-05-11 2014-05-25",87.95,6.52,450,"1985-05-11 2014-05-25",17.12,2.82,450,"1985-05-11 2014-05-25",23.28,7.5,450,"1985-05-11 2014-05-25",5.89,2.72,450,"1985-05-11 2014-05-25",56.58,10.27,450,"1985-05-11 2014-05-25",9.1,2.18,450,"1985-05-11 2014-05-25",2.76,3.56,450,"1985-05-11 2014-05-25",2.04,4.07,449,"1985-05-11 2014-05-25",2.04,4.07,449,"1985-05-11 2014-05-25",0,0,449,"1985-05-11 2014-05-25",0,0,449,"1985-05-11 2014-05-25",,,,
2015-05-17,10.21,2.38,450,"1985-05-10 2014-05-24",87.92,6.57,450,"1985-05-10 2014-05-24",16.95,2.81,450,"1985-05-10 2014-05-24",23.43,7.49,450,"1985-05-10 2014-05-24",5.73,2.8,450,"1985-05-10 2014-05-24",56.53,10.27,450,"1985-05-10 2014-05-24",8.97,2.19,450,"1985-05-10 2014-05-24",2.75,3.46,450,"1985-05-10 2014-05-24",1.96,3.97,449,"1985-05-10 2014-05-24",1.96,3.97,449,"1985-05-10 2014-05-24",0,0,449,"1985-05-10 2014-05-24",0,0,449,"1985-05-10 2014-05-24",,,,
2015-05-16,10.03,2.41,450,"1985-05-09 2014-05-23",87.81,6.67,450,"1985-05-09 2014-05-23",16.75,2.75,450,"1985-05-09 2014-05-23",23.66,7.61,450,"1985-05-09 2014-05-23",5.54,2.84,450,"1985-05-09 2014-05-23",56.42,10.29,450,"1985-05-09 2014-05-23",8.86,2.25,450,"1985-05-09 2014-05-23",2.8,3.49,450,"1985-05-09 2014-05-23",1.96,3.96,449,"1985-05-09 2014-05-23",1.96,3.96,449,"1985-05-09 2014-05-23",0,0,449,"1985-05-09 2014-05-23",0,0,449,"1985-05-09 2014-05-23",,,,
2015-05-15,9.93,2.43,450,"1985-05-08 2014-05-22",87.79,6.79,450,"1985-05-08 2014-05-22",16.67,2.81,450,"1985-05-08 2014-05-22",23.72,7.77,450,"1985-05-08 2014-05-22",5.38,2.84,450,"1985-05-08 2014-05-22",56.11,10.32,450,"1985-05-08 2014-05-22",8.73,2.27,450,"1985-05-08 2014-05-22",2.83,3.56,450,"1985-05-08 2014-05-22",1.93,3.97,449,"1985-05-08 2014-05-22",1.93,3.97,449,"1985-05-08 2014-05-22",0,0,449,"1985-05-08 2014-05-22",0,0,449,"1985-05-08 2014-05-22",,,,
2015-05-14,9.84,2.47,450,"1985-05-07 2014-05-21",87.81,6.73,450,"1985-05-07 2014-05-21",16.57,2.85,450,"1985-05-07 2014-05-21",23.85,7.73,450,"1985-05-07 2014-05-21",5.28,2.89,450,"1985-05-07 2014-05-21",55.99,10.28,450,"1985-05-07 2014-05-21",8.64,2.32,450,"1985-05-07 2014-05-21",2.87,3.5,450,"1985-05-07 2014-05-21",1.87,3.93,449,"1985-05-07 2014-05-21",1.87,3.93,449,"1985-05-07 2014-05-21",0,0,449,"1985-05-07 2014-05-21",0,0,449,"1985-05-07 2014-05-21",,,,
2015-05-13,9.78,2.53,450,"1985-05-06 2014-05-20",87.9,6.79,450,"1985-05-06 2014-05-20",16.46,2.9,450,"1985-05-06 2014-05-20",23.79,7.79,450,"1985-05-06 2014-05-20",5.2,2.93,450,"1985-05-06 2014-05-20",56.08,10.16,450,"1985-05-06 2014-05-20",8.53,2.36,450,"1985-05-06 2014-05-20",2.85,3.46,450,"1985-05-06 2014-05-20",1.91,3.98,449,"1985-05-06 2014-05-20",1.91,3.98,449,"1985-05-06 2014-05-20",0,0,449,"1985-05-06 2014-05-20",0,0,449,"1985-05-06 2014-05-20",,,,
2015-05-12,9.71,2.61,450,"1985-05-05 2014-05-19",88.03,6.87,450,"1985-05-05 2014-05-19",16.4,2.97,450,"1985-05-05 2014-05-19",23.71,7.7,450,"1985-05-05 2014-05-19",5.11,2.97,450,"1985-05-05 2014-05-19",56.22,10.47,450,"1985-05-05 2014-05-19",8.4,2.37,450,"1985-05-05 2014-05-19",2.85,3.52,450,"1985-05-05 2014-05-19",1.86,3.93,449,"1985-05-05 2014-05-19",1.86,3.93,449,"1985-05-05 2014-05-19",0,0,449,"1985-05-05 2014-05-19",0,0,449,"1985-05-05 2014-05-19",,,,
2015-05-11,9.61,2.65,450,"1985-05-04 2014-05-18",88.19,6.89,450,"1985-05-04 2014-05-18",16.26,3.02,450,"1985-05-04 2014-05-18",23.5,7.7,450,"1985-05-04 2014-05-18",5.04,2.94,450,"1985-05-04 2014-05-18",56.48,10.48,450,"1985-05-04 2014-05-18",8.29,2.33,450,"1985-05-04 2014-05-18",2.84,3.53,450,"1985-05-04 2014-05-18",1.9,3.99,449,"1985-05-04 2014-05-18",1.9,3.99,449,"1985-05-04 2014-05-18",0,0,449,"1985-05-04 2014-05-18",0,0,449,"1985-05-04 2014-05-18",,,,
2015-05-10,9.49,2.65,450,"1985-05-03 2014-05-17",88.32,6.82,450,"1985-05-03 2014-05-17",16.08,2.99,450,"1985-05-03 2014-05-17",23.51,7.82,450,"1985-05-03 2014-05-17",4.9,2.92,450,"1985-05-03 2014-05-17",56.49,10.28,450,"1985-05-03 2014-05-17",8.15,2.34,450,"1985-05-03 2014-05-17",2.84,3.62,450,"1985-05-03 2014-05-17",1.84,3.92,449,"1985-05-03 2014-05-17",1.84,3.92,449,"1985-05-03 2014-05-17",0,0,449,"1985-05-03 2014-05-17",0,0,449,"1985-05-03 2014-05-17",,,,
2015-05-09,9.39,2.64,450,"1985-05-02 2014-05-16",88.46,6.78,450,"1985-05-02 2014-05-16",15.95,2.91,450,"1985-05-02 2014-05-16",23.66,7.86,450,"1985-05-02 2014-05-16",4.8,2.95,450,"1985-05-02 2014-05-16",56.46,10.32,450,"1985-05-02 2014-05-16",8.06,2.36,450,"1985-05-02 2014-05-16",2.8,3.55,450,"1985-05-02 2014-05-16",1.92,3.98,449,"1985-05-02 2014-05-16",1.92,3.98,449,"1985-05-02 2014-05-16",0,0,449,"1985-05-02 2014-05-16",0,0,449,"1985-05-02 2014-05-16",,,,
2015-05-08,9.25,2.65,450,"1985-05-01 2014-05-15",88.44,6.76,450,"1985-05-01 2014-05-15",15.8,2.88,450,"1985-05-01 2014-05-15",23.77,7.91,450,"1985-05-01 2014-05-15",4.64,2.97,450,"1985-05-01 2014-05-15",56.22,10.53,450,"1985-05-01 2014-05-15",7.93,2.33,450,"1985-05-01 2014-05-15",2.85,3.61,450,"1985-05-01 2014-05-15",1.93,3.96,449,"1985-05-01 2014-05-15",1.93,3.96,449,"1985-05-01 2014-05-15",0,0,449,"1985-05-01 2014-05-15",0,0,449,"1985-05-01 2014-05-15",,,,
2015-05-07,9.1,2.65,450,"1985-04-30 2014-05-14",88.36,6.83,450,"1985-04-30 2014-05-14",15.62,2.87,450,"1985-04-30 2014-05-14",24.05,8.03,450,"1985-04-30 2014-05-14",4.46,2.98,450,"1985-04-30 2014-05-14",56.14,10.53,450,"1985-04-30 2014-05-14",7.78,2.34,450,"1985-04-30 2014-05-14",2.86,3.62,450,"1985-04-30 2014-05-14",1.95,3.96,449,"1985-04-30 2014-05-14",1.95,3.96,449,"1985-04-30 2014-05-14",0,0,449,"1985-04-30 2014-05-14",0,0,449,"1985-04-30 2014-05-14",,,,
2015-05-06,8.97,2.65,450,"1985-04-29 2014-05-13",88.14,6.9,450,"1985-04-29 2014-05-13",15.5,2.85,450,"1985-04-29 2014-05-13",24.05,8.13,450,"1985-04-29 2014-05-13",4.3,2.99,450,"1985-04-29 2014-05-13",55.93,10.46,450,"1985-04-29 2014-05-13",7.65,2.35,450,"1985-04-29 2014-05-13",2.8,3.72,450,"1985-04-29 2014-05-13",1.94,4.25,450,"1985-04-29 2014-05-13",1.94,4.25,450,"1985-04-29 2014-05-13",0,0,450,"1985-04-29 2014-05-13",0,0,450,"1985-04-29 2014-05-13",,,,
2015-05-05,8.86,2.66,450,"1985-04-28 2014-05-12",88.09,7.1,450,"1985-04-28 2014-05-12",15.4,2.86,450,"1985-04-28 2014-05-12",24,8.22,450,"1985-04-28 2014-05-12",4.18,3.03,450,"1985-04-28 2014-05-12",55.92,10.8,450,"1985-04-28 2014-05-12",7.51,2.37,450,"1985-04-28 2014-05-12",2.76,3.68,450,"1985-04-28 2014-05-12",1.92,4.15,450,"1985-04-28 2014-05-12",1.92,4.15,450,"1985-04-28 2014-05-12",0,0,450,"1985-04-28 2014-05-12",0,0,450,"1985-04-28 2014-05-12",,,,
2015-05-04,8.81,2.63,450,"1985-04-27 2014-05-11",88.31,7,450,"1985-04-27 2014-05-11",15.28,2.86,450,"1985-04-27 2014-05-11",24.07,8.49,450,"1985-04-27 2014-05-11",4.1,3,450,"1985-04-27 2014-05-11",56.09,10.9,450,"1985-04-27 2014-05-11",7.47,2.33,450,"1985-04-27 2014-05-11",2.67,3.63,450,"1985-04-27 2014-05-11",2,4.19,450,"1985-04-27 2014-05-11",2,4.19,450,"1985-04-27 2014-05-11",0,0,450,"1985-04-27 2014-05-11",0,0,450,"1985-04-27 2014-05-11",,,,
2015-05-03,8.71,2.61,450,"1985-04-26 2014-05-10",88.31,6.92,450,"1985-04-26 2014-05-10",15.17,2.88,450,"1985-04-26 2014-05-10",24.13,8.57,450,"1985-04-26 2014-05-10",4.02,2.98,450,"1985-04-26 2014-05-10",56.14,11.1,450,"1985-04-26 2014-05-10",7.36,2.33,450,"1985-04-26 2014-05-10",2.76,3.73,450,"1985-04-26 2014-05-10",2.07,4.28,450,"1985-04-26 2014-05-10",2.07,4.28,450,"1985-04-26 2014-05-10",0,0,450,"1985-04-26 2014-05-10",0,0,450,"1985-04-26 2014-05-10",,,,
2015-05-02,8.63,2.6,450,"1985-04-25 2014-05-09",88.36,6.92,450,"1985-04-25 2014-05-09",15.04,2.89,450,"1985-04-25 2014-05-09",24.12,8.58,450,"1985-04-25 2014-05-09",3.93,2.94,450,"1985-04-25 2014-05-09",56.32,11.21,450,"1985-04-25 2014-05-09",7.25,2.33,450,"1985-04-25 2014-05-09",2.71,3.75,450,"1985-04-25 2014-05-09",2.2,4.44,450,"1985-04-25 2014-05-09",2.2,4.44,450,"1985-04-25 2014-05-09",0,0,450,"1985-04-25 2014-05-09",0,0,450,"1985-04-25 2014-05-09",,,,
2015-05-01,8.54,2.6,450,"1985-04-24 2014-05-08",88.35,6.99,450,"1985-04-24 2014-05-08",14.93,2.92,450,"1985-04-24 2014-05-08",24.2,8.41,450,"1985-04-24 2014-05-08",3.8,2.94,450,"1985-04-24 2014-05-08",56.33,11.24,450,"1985-04-24 2014-05-08",7.15,2.31,450,"1985-04-24 2014-05-08",2.67,3.67,450,"1985-04-24 2014-05-08",2.31,4.6,450,"1985-04-24 2014-05-08",2.31,4.6,450,"1985-04-24 2014-05-08",0,0,450,"1985-04-24 2014-05-08",0,0,450,"1985-04-24 2014-05-08",,,,
2015-04-30,8.45,2.58,450,"1985-04-23 2014-05-07",88.41,6.85,450,"1985-04-23 2014-05-07",14.79,2.86,450,"1985-04-23 2014-05-07",24.47,8.39,450,"1985-04-23 2014-05-07",3.69,2.97,450,"1985-04-23 2014-05-07",56.43,11.43,450,"1985-04-23 2014-05-07",7.04,2.32,450,"1985-04-23 2014-05-07",2.66,3.64,450,"1985-04-23 2014-05-07",2.49,4.89,450,"1985-04-23 2014-05-07",2.49,4.89,450,"1985-04-23 2014-05-07",0,0,450,"1985-04-23 2014-05-07",0,0,450,"1985-04-23 2014-05-07",,,,
2015-04-29,8.34,2.54,450,"1985-04-22 2014-05-06",88.42,6.87,450,"1985-04-22 2014-05-06",14.69,2.83,450,"1985-04-22 2014-05-06",24.81,8.86,450,"1985-04-22 2014-05-06",3.54,2.96,450,"1985-04-22 2014-05-06",56.27,11.44,450,"1985-04-22 2014-05-06",6.92,2.33,450,"1985-04-22 2014-05-06",2.76,3.87,450,"1985-04-22 2014-05-06",2.55,4.97,450,"1985-04-22 2014-05-06",2.55,4.97,450,"1985-04-22 2014-05-06",0,0,450,"1985-04-22 2014-05-06",0,0,450,"1985-04-22 2014-05-06",,,,
2015-04-28,8.26,2.52,450,"1985-04-21 2014-05-05",88.41,6.89,450,"1985-04-21 2014-05-05",14.62,2.79,450,"1985-04-21 2014-05-05",25.09,8.97,450,"1985-04-21 2014-05-05",3.42,2.95,450,"1985-04-21 2014-05-05",56.1,11.53,450,"1985-04-21 2014-05-05",6.82,2.34,450,"1985-04-21 2014-05-05",2.67,3.82,450,"1985-04-21 2014-05-05",2.47,4.91,450,"1985-04-21 2014-05-05",2.47,4.91,450,"1985-04-21 2014-05-05",0,0,450,"1985-04-21 2014-05-05",0,0,450,"1985-04-21 2014-05-05",,,,
2015-04-27,8.18,2.51,450,"1985-04-20 2014-05-04",88.42,6.96,450,"1985-04-20 2014-05-04",14.51,2.77,450,"1985-04-20 2014-05-04",25.12,9.08,450,"1985-04-20 2014-05-04",3.32,2.97,450,"1985-04-20 2014-05-04",56.08,11.48,450,"1985-04-20 2014-05-04",6.72,2.34,450,"1985-04-20 2014-05-04",2.6,3.75,450,"1985-04-20 2014-05-04",2.5,4.97,450,"1985-04-20 2014-05-04",2.5,4.97,450,"1985-04-20 2014-05-04",0,0,450,"1985-04-20 2014-05-04",0,0,450,"1985-04-20 2014-05-04",,,,
2015-04-26,8.1,2.47,450,"1985-04-19 2014-05-03",88.4,6.88,450,"1985-04-19 2014-05-03",14.38,2.74,450,"1985-04-19 2014-05-03",25.16,8.99,450,"1985-04-19 2014-05-03",3.18,2.99,450,"1985-04-19 2014-05-03",56.06,11.65,450,"1985-04-19 2014-05-03",6.61,2.37,450,"1985-04-19 2014-05-03",2.62,3.77,450,"1985-04-19 2014-05-03",2.6,5.11,449,"1985-04-19 2014-05-03",2.6,5.11,449,"1985-04-19 2014-05-03",0,0.01,449,"1985-04-19 2014-05-03",0,0,449,"1985-04-19 2014-05-03",,,,
2015-04-25,7.98,2.48,450,"1985-04-18 2014-05-02",88.32,6.81,450,"1985-04-18 2014-05-02",14.29,2.78,450,"1985-04-18 2014-05-02",25.06,8.89,450,"1985-04-18 2014-05-02",3.08,2.98,450,"1985-04-18 2014-05-02",55.89,11.66,450,"1985-04-18 2014-05-02",6.52,2.37,450,"1985-04-18 2014-05-02",2.63,3.67,450,"1985-04-18 2014-05-02",2.63,5.18,449,"1985-04-18 2014-05-02",2.62,5.17,449,"1985-04-18 2014-05-02",0,0.09,449,"1985-04-18 2014-05-02",0,0,449,"1985-04-18 2014-05-02",,,,
2015-04-24,7.9,2.48,450,"1985-04-17 2014-05-01",88.33,6.74,450,"1985-04-17 2014-05-01",14.18,2.74,450,"1985-04-17 2014-05-01",24.95,8.82,450,"1985-04-17 2014-05-01",3,2.93,450,"1985-04-17 2014-05-01",56.04,11.57,450,"1985-04-17 2014-05-01",6.42,2.33,450,"1985-04-17 2014-05-01",2.65,3.71,450,"1985-04-17 2014-05-01",2.56,5.13,449,"1985-04-17 2014-05-01",2.55,5.12,449,"1985-04-17 2014-05-01",0,0.09,449,"1985-04-17 2014-05-01",0,0,449,"1985-04-17 2014-05-01",,,,
2015-04-23,7.88,2.45,450,"1985-04-16 2014-04-30",88.46,6.72,450,"1985-04-16 2014-04-30",14.06,2.67,450,"1985-04-16 2014-04-30",24.92,8.72,450,"1985-04-16 2014-04-30",2.96,2.89,450,"1985-04-16 2014-04-30",56.38,11.55,450,"1985-04-16 2014-04-30",6.36,2.34,450,"1985-04-16 2014-04-30",2.7,3.74,450,"1985-04-16 2014-04-30",2.71,5.3,449,"1985-04-16 2014-04-30",2.7,5.3,449,"1985-04-16 2014-04-30",0,0.09,449,"1985-04-16 2014-04-30",0,0,449,"1985-04-16 2014-04-30",,,,
2015-04-22,7.83,2.43,450,"1985-04-15 2014-04-29",88.71,6.67,450,"1985-04-15 2014-04-29",13.95,2.61,450,"1985-04-15 2014-04-29",24.8,8.63,450,"1985-04-15 2014-04-29",2.94,2.91,450,"1985-04-15 2014-04-29",56.87,11.55,450,"1985-04-15 2014-04-29",6.31,2.36,450,"1985-04-15 2014-04-29",2.71,3.78,450,"1985-04-15 2014-04-29",2.75,5.23,449,"1985-04-15 2014-04-29",2.73,5.23,449,"1985-04-15 2014-04-29",0,0.09,449,"1985-04-15 2014-04-29",0,0,449,"1985-04-15 2014-04-29",,,,
2015-04-21,7.74,2.4,450,"1985-04-14 2014-04-28",88.88,6.58,450,"1985-04-14 2014-04-28",13.81,2.6,450,"1985-04-14 2014-04-28",24.84,8.47,450,"1985-04-14 2014-04-28",2.91,2.92,450,"1985-04-14 2014-04-28",57.08,11.57,450,"1985-04-14 2014-04-28",6.25,2.36,450,"1985-04-14 2014-04-28",2.73,3.65,450,"1985-04-14 2014-04-28",2.69,4.98,449,"1985-04-14 2014-04-28",2.67,4.98,449,"1985-04-14 2014-04-28",0,0.09,449,"1985-04-14 2014-04-28",0,0,449,"1985-04-14 2014-04-28",,,,
2015-04-20,7.69,2.38,450,"1985-04-13 2014-04-27",89.08,6.4,450,"1985-04-13 2014-04-27",13.66,2.58,450,"1985-04-13 2014-04-27",25.05,8.62,450,"1985-04-13 2014-04-27",2.89,2.89,450,"1985-04-13 2014-04-27",57.36,11.38,450,"1985-04-13 2014-04-27",6.25,2.34,450,"1985-04-13 2014-04-27",2.73,3.71,450,"1985-04-13 2014-04-27",2.74,5.03,449,"1985-04-13 2014-04-27",2.73,5.03,449,"1985-04-13 2014-04-27",0,0.09,449,"1985-04-13 2014-04-27",0,0,449,"1985-04-13 2014-04-27",,,,
2015-04-19,7.59,2.35,450,"1985-04-12 2014-04-26",89.12,6.37,450,"1985-04-12 2014-04-26",13.54,2.54,450,"1985-04-12 2014-04-26",25.05,8.57,450,"1985-04-12 2014-04-26",2.82,2.86,450,"1985-04-12 2014-04-26",57.5,11.31,450,"1985-04-12 2014-04-26",6.13,2.33,450,"1985-04-12 2014-04-26",2.78,3.71,450,"1985-04-12 2014-04-26",2.73,5.05,449,"1985-04-12 2014-04-26",2.71,5.04,449,"1985-04-12 2014-04-26",0,0.09,449,"1985-04-12 2014-04-26",0,0,449,"1985-04-12 2014-04-26",,,,
2015-04-18,7.52,2.32,450,"1985-04-11 2014-04-25",89.09,6.52,450,"1985-04-11 2014-04-25",13.43,2.49,450,"1985-04-11 2014-04-25",25.04,8.51,450,"1985-04-11 2014-04-25",2.72,2.86,450,"1985-04-11 2014-04-25",57.57,11.21,450,"1985-04-11 2014-04-25",6.06,2.32,450,"1985-04-11 2014-04-25",2.71,3.64,450,"1985-04-11 2014-04-25",2.64,5,449,"1985-04-11 2014-04-25",2.62,5,449,"1985-04-11 2014-04-25",0,0.09,449,"1985-04-11 2014-04-25",0,0,449,"1985-04-11 2014-04-25",,,,
2015-04-17,7.47,2.27,450,"1985-04-10 2014-04-24",89.19,6.42,450,"1985-04-10 2014-04-24",13.38,2.46,450,"1985-04-10 2014-04-24",25.05,8.5,450,"1985-04-10 2014-04-24",2.66,2.86,450,"1985-04-10 2014-04-24",57.61,11.18,450,"1985-04-10 2014-04-24",5.96,2.31,450,"1985-04-10 2014-04-24",2.74,3.69,450,"1985-04-10 2014-04-24",2.64,4.99,449,"1985-04-10 2014-04-24",2.63,4.99,449,"1985-04-10 2014-04-24",0,0.09,449,"1985-04-10 2014-04-24",0,0,449,"1985-04-10 2014-04-24",,,,
2015-04-16,7.42,2.27,450,"1985-04-09 2014-04-23",89.34,6.2,450,"1985-04-09 2014-04-23",13.28,2.42,450,"1985-04-09 2014-04-23",24.98,8.54,450,"1985-04-09 2014-04-23",2.63,2.82,450,"1985-04-09 2014-04-23",57.8,10.99,450,"1985-04-09 2014-04-23",5.86,2.32,450,"1985-04-09 2014-04-23",2.76,3.74,450,"1985-04-09 2014-04-23",2.59,4.88,449,"1985-04-09 2014-04-23",2.58,4.88,449,"1985-04-09 2014-04-23",0,0.09,449,"1985-04-09 2014-04-23",0,0,449,"1985-04-09 2014-04-23",,,,
2015-04-15,7.36,2.28,450,"1985-04-08 2014-04-22",89.44,6.23,450,"1985-04-08 2014-04-22",13.17,2.42,450,"1985-04-08 2014-04-22",24.85,8.74,450,"1985-04-08 2014-04-22",2.61,2.81,450,"1985-04-08 2014-04-22",58.18,10.82,450,"1985-04-08 2014-04-22",5.8,2.34,450,"1985-04-08 2014-04-22",2.8,3.77,450,"1985-04-08 2014-04-22",2.5,4.64,449,"1985-04-08 2014-04-22",2.49,4.64,449,"1985-04-08 2014-04-22",0,0.09,449,"1985-04-08 2014-04-22",0,0,449,"1985-04-08 2014-04-22",,,,
2015-04-14,7.34,2.3,450,"1985-04-07 2014-04-21",89.63,6.21,450,"1985-04-07 2014-04-21",13.07,2.44,450,"1985-04-07 2014-04-21",24.58,8.4,450,"1985-04-07 2014-04-21",2.62,2.79,450,"1985-04-07 2014-04-21",58.59,10.75,450,"1985-04-07 2014-04-21",5.72,2.35,450,"1985-04-07 2014-04-21",2.67,3.61,450,"1985-04-07 2014-04-21",2.6,4.81,449,"1985-04-07 2014-04-21",2.59,4.8,449,"1985-04-07 2014-04-21",0,0.09,449,"1985-04-07 2014-04-21",0,0,449,"1985-04-07 2014-04-21",,,,
